block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,cti,rt,acc,time
1,True,1,1.007,60,[],[9580],"[(1178, 892)]","[(1132, 905)]",[1],[30],[0.5],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[],[0],0,0.045
1,True,2,1.326,79,[],[],"[(1228, 870)]",[],[1],[],[],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[],[0],0,2.599
1,True,3,1.176,70,[],[],"[(1189, 892)]",[],[1],[],[],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[],[0],0,6.127
1,True,4,0.34,20,[],[],"[(1203, 897)]",[],[1],[],[],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[],[0],0,9.383
1,False,1,1.115,66,[],[],"[(1182, 912)]",[],[1],[101],[1.6833333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[1.0333333333333332],[0.56],1,11.89
1,False,2,0.969,58,[],[],"[(1195, 903)]",[],[1],[89],[1.4833333333333334],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.8666666666666667],[0.501],1,16.124
1,False,3,0.71,42,[],[],"[(1196, 903)]",[],[1],[],[],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[],[0],0,19.983
1,False,4,0.936,56,[],[],"[(1213, 894)]",[],[1],[92],[1.5333333333333332],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[1.0833333333333333],[0.572],1,23.771
1,False,5,1.273,76,[],[],"[(1203, 899)]",[],[1],[92],[1.5333333333333332],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[1.5833333333333333],[0.251],1,27.879
1,False,6,0.473,28,[],[],"[(1223, 894)]",[],[1],[60],[1.0],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[1.3833333333333333],[0.511],1,32.474
1,False,7,1.49,89,[],[],"[(1201, 893)]",[],[1],[115],[1.9166666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.7],[0.418],1,36.357
1,False,8,1.024,61,[],[],"[(1227, 899)]",[],[1],[94],[1.5666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.7666666666666666],[0.527],1,40.457
1,False,9,0.632,37,[],[],"[(1213, 894)]",[],[1],[60],[1.0],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.95],[0.362],1,44.268
1,False,10,1.351,81,[],[],"[(1196, 904)]",[],[1],[113],[1.8833333333333333],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.9166666666666666],[0.512],1,47.691
1,False,11,0.833,49,[],[],"[(1180, 886)]",[],[1],[77],[1.2833333333333332],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.7666666666666666],[0.443],1,51.972
1,False,12,0.657,39,[],[],"[(1226, 885)]",[],[1],[67],[1.1166666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[1.6333333333333333],[0.44],1,55.606
1,False,13,0.826,49,[],[],"[(1202, 884)]",[],[1],[],[],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[],[0],0,59.806
1,False,14,0.807,48,[],[],"[(1183, 886)]",[],[1],[77],[1.2833333333333332],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.7666666666666666],[0.461],1,63.281
1,False,15,0.875,52,[],[],"[(1226, 889)]",[],[1],[82],[1.3666666666666667],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.7166666666666667],[0.479],1,67.004
1,False,16,1.284,77,[],[],"[(1212, 880)]",[],[1],[99],[1.65],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.8666666666666667],[0.351],1,70.583
1,False,17,0.665,39,[],[],"[(1227, 885)]",[],[1],[73],[1.2166666666666666],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.6],[0.544],1,74.595
1,False,18,1.25,75,[],[],"[(1220, 887)]",[],[1],[107],[1.7833333333333332],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[1.0833333333333333],[0.511],1,77.902
1,False,19,0.524,31,[],[],"[(1202, 893)]",[],[1],[],[],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[],[0],0,82.224
1,False,20,1.05,63,[],[],"[(1196, 874)]",[],[1],[],[],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[],[0],0,84.854
1,False,21,1.156,69,[],[],"[(1202, 884)]",[],[1],[82],[1.3666666666666667],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[1.6],[0.2],1,88.069
1,False,22,0.664,39,[],[],"[(1208, 903)]",[],[1],[74],[1.2333333333333334],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[1.6333333333333333],[0.552],1,92.532
1,False,23,1.217,73,[],[],"[(1200, 899)]",[],[1],[122],[2.033333333333333],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.65],[0.785],1,96.92
1,False,24,0.541,32,[],[],"[(1189, 885)]",[],[1],[61],[1.0166666666666666],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.7166666666666667],[0.463],1,101.056
1,False,25,1.47,88,[],[],"[(1202, 890)]",[],[1],[],[],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[],[0],0,110.99
1,False,26,1.093,65,[],[],"[(1197, 883)]",[],[1],[90],[1.5],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[1.2833333333333332],[0.397],1,114.27
1,False,27,1.379,82,[],[],"[(1210, 901)]",[],[1],[],[],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[],[0],0,118.585
1,False,28,1.336,80,[],[],"[(1198, 889)]",[],[1],[],[],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[],[0],0,122.621
1,False,29,0.687,41,[],[],"[(1226, 886)]",[],[1],[74],[1.2333333333333334],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[1.5666666666666667],[0.529],1,126.088
1,False,30,0.357,21,[],[],"[(1208, 905)]",[],[1],[71],[1.1833333333333333],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[1.6666666666666667],[0.805],0,130.373
1,False,31,1.471,88,[],[],"[(1201, 899)]",[],[1],[123],[2.05],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.65],[0.562],1,134.706
1,False,32,0.306,18,[],[],"[(1223, 887)]",[],[1],[51],[0.85],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.6833333333333333],[0.52],1,138.906
1,False,33,0.451,27,[],[],"[(1196, 890)]",[],[1],[57],[0.95],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.7666666666666666],[0.475],1,141.92
1,False,34,0.587,35,[],[],"[(1225, 891)]",[],[1],[],[],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[],[0],0,145.102
1,False,35,0.869,52,[],[],"[(1224, 880)]",[],[1],[],[],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[],[0],0,148.144
1,False,36,0.636,38,[],[],"[(1228, 880)]",[],[1],[69],[1.15],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[1.4666666666666666],[0.491],1,151.375
1,False,37,0.867,52,[],[],"[(1196, 898)]",[],[1],[80],[1.3333333333333333],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[1.2333333333333334],[0.443],1,155.45
1,False,38,0.457,27,[],[],"[(1214, 899)]",[],[1],[60],[1.0],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[1.6666666666666667],[0.525],1,159.507
