block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,p_catch
0,1,target,"[(1085, 916)]",[],[1],[0.3833333333333333],horizontal,"(890.0, 262.0)",0.7,0.344,1,0.068,1,0.0,0.1
0,2,target,"[(1029, 847)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.8333333333333334,nan,0,408.691,0,0.0,0.1
0,3,catch,"[(1025, 801)]",[],[1],[],horizontal,"(390.0, 262.0)",,"('cti', 1.508),nan",0,572.077,0,0.3333333333333333,0.1
0,4,target,"[(1014, 833)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 262.0)",0.48333333333333334,0.577,1,598.354,1,0.25,0.1
0,5,target,"[(1022, 792)]",[],[1],[0.6833333333333333],vertical,"(890.0, 262.0)",0.9666666666666667,0.64,1,603.145,1,0.2,0.1
0,6,target,"[(1032, 768)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 262.0)",0.8166666666666667,0.471,1,607.928,1,0.16666666666666666,0.1
0,7,target,"[(1029, 777)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 762.0)",0.55,0.571,1,612.879,2,0.14285714285714285,0.1
0,8,target,"[(1033, 786)]",[],[1],[0.43333333333333335],horizontal,"(390.0, 262.0)",1.2333333333333334,0.398,1,617.611,2,0.125,0.1
0,9,target,"[(1049, 787)]",[],[1],[0.6333333333333333],vertical,"(890.0, 262.0)",0.6166666666666667,0.594,1,623.161,2,0.1111111111111111,0.1
0,10,catch,"[(1037, 787)]",[],[1],[],horizontal,"(890.0, 762.0)",,"('cti', 1.572),nan",0,628.144,0,0.2,0.1
0,11,target,"[(1040, 787)]",[],[1],[0.55],vertical,"(390.0, 762.0)",1.15,0.508,1,632.944,1,0.18181818181818182,0.1
0,12,catch,"[(1040, 769)]",[],[1],[],horizontal,"(890.0, 762.0)",1.6,nan,1,638.012,1,0.16666666666666666,0.1
0,13,target,"[(1027, 776)]",[],[1],[0.8],vertical,"(890.0, 762.0)",0.5666666666666667,0.754,1,642.804,1,0.15384615384615385,0.1
0,14,target,"[(998, 813), (1040, 820)]",[],"[0, 1]",[0.2],vertical,"(890.0, 762.0)",1.35,0.166,0,647.328,0,0.14285714285714285,0.1
0,15,target,"[(1037, 761)]",[],[1],[0.65],vertical,"(390.0, 762.0)",0.35,0.609,1,653.927,1,0.13333333333333333,0.1
0,16,target,"[(1032, 796)]",[],[1],[0.5333333333333333],vertical,"(890.0, 762.0)",1.1833333333333333,0.497,1,658.612,1,0.125,0.1
0,17,target,"[(1040, 763)]",[],[1],[0.5833333333333334],horizontal,"(390.0, 762.0)",0.36666666666666664,0.544,1,664.227,1,0.11764705882352941,0.1
0,18,target,"[(1044, 763)]",[],[1],[0.5333333333333333],vertical,"(890.0, 262.0)",0.8,0.498,1,668.51,2,0.1111111111111111,0.1
0,19,target,"[(1052, 791)]",[],[1],[0.6],vertical,"(390.0, 762.0)",0.5333333333333333,0.557,1,673.73,2,0.10526315789473684,0.1
