block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,target,"[(989, 737), (727, 477), (887, 770), (974, 713), (893, 631), (979, 837), (998, 799), (1017, 684), (1061, 761)]","[(1061, 761)]","[0, 0, 0, 0, 0, 0, 0, 0, 1]",[0.7166666666666667],vertical,"(890.0, 762.0)",,"('bar', 0.738)",0,0.057,0
0,2,catch,"[(1072, 986), (729, 746), (919, 617), (234, 549), (597, 485), (691, 809), (529, 660), (727, 871), (1019, 845)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1]",[0.03333333333333333],vertical,"(890.0, 762.0)",1.4833333333333334,0.097,0,377.462,0
0,3,target,"[(1024, 837)]",[],[1],[0.8],vertical,"(890.0, 262.0)",0.6666666666666666,0.753,1,2811.123,1
0,4,target,"[(1013, 851)]",[],[1],[0.3333333333333333],horizontal,"(390.0, 262.0)",1.4333333333333333,0.296,1,2816.065,1
0,5,target,"[(1030, 818)]",[],[1],[0.3333333333333333],horizontal,"(890.0, 762.0)",1.2333333333333334,0.299,1,2821.256,1
0,6,target,"[(1052, 824)]",[],[1],[0.5],horizontal,"(390.0, 762.0)",1.1,0.461,1,2826.24,2
0,7,target,"[(1061, 829)]",[],[1],[0.9666666666666667],horizontal,"(390.0, 762.0)",0.65,0.92,0,2832.014,0
0,8,target,"[(1038, 846)]",[],[1],[0.26666666666666666],vertical,"(890.0, 262.0)",1.6,0.237,1,2836.539,1
0,9,target,"[(1051, 825)]",[],[1],[0.7666666666666666],horizontal,"(390.0, 262.0)",0.8333333333333334,0.721,1,2841.945,1
0,10,target,"[(1045, 823)]",[],[1],[0.06666666666666667],vertical,"(390.0, 262.0)",1.6166666666666667,0.035,0,2847.463,0
0,11,target,"[(1049, 833)]",[],[1],[0.8333333333333334],vertical,"(390.0, 762.0)",0.9,0.789,1,2852.161,1
0,12,target,"[(1020, 816)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 262.0)",0.7166666666666667,0.541,1,2857.452,1
0,13,target,"[(1056, 811)]",[],[1],[0.4166666666666667],horizontal,"(390.0, 262.0)",1.5833333333333333,0.382,1,2862.056,1
0,14,target,"[(1057, 817)]",[],[1],[0.2833333333333333],vertical,"(390.0, 262.0)",1.3666666666666667,0.254,1,2867.39,2
0,15,target,"[(1038, 804)]",[],[1],[0.6666666666666666],horizontal,"(890.0, 762.0)",0.75,0.623,1,2873.174,1
0,16,target,"[(1057, 818)]",[],[1],[0.7],horizontal,"(390.0, 762.0)",0.95,0.657,1,2878.018,1
0,17,target,"[(1078, 832)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 762.0)",0.7333333333333333,0.542,1,2882.822,1
0,18,target,"[(1054, 817)]",[],[1],[0.5833333333333334],horizontal,"(390.0, 762.0)",0.95,0.538,1,2887.554,2
0,19,target,"[(1055, 833)]",[],[1],[0.4166666666666667],vertical,"(390.0, 262.0)",1.35,0.377,1,2893.139,1
0,20,target,"[(1037, 818)]",[],[1],[0.6333333333333333],vertical,"(890.0, 262.0)",0.95,0.588,1,2898.239,1
0,21,catch,"[(1033, 805)]",[],[1],[],horizontal,"(390.0, 262.0)",1.05,nan,1,2903.557,1
0,22,target,"[(1033, 818)]",[],[1],[0.5],horizontal,"(390.0, 262.0)",1.3166666666666667,0.473,1,2908.172,2
0,23,target,"[(1032, 817)]",[],[1],[0.16666666666666666],horizontal,"(890.0, 762.0)",1.55,0.131,1,2913.935,1
0,24,target,"[(1036, 817)]",[],[1],[0.55],horizontal,"(890.0, 762.0)",0.7666666666666666,0.513,1,2918.989,1
0,25,catch,"[(1022, 799)]",[],[1],[],vertical,"(890.0, 762.0)",1.6,nan,1,2923.722,1
0,26,target,"[(1036, 817)]",[],[1],[0.25],horizontal,"(390.0, 762.0)",1.2,0.215,1,2929.182,2
0,27,catch,"[(1033, 809)]",[],[1],[],vertical,"(390.0, 262.0)",,"('cti', 1.047),nan",1,2934.822,1
0,28,target,"[(1032, 812)]",[],[1],[1.15],horizontal,"(390.0, 762.0)",0.5166666666666666,1.09,0,2939.822,0
0,29,target,"[(1025, 812)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 262.0)",0.6666666666666666,0.54,1,2944.658,1
0,30,target,"[(1033, 794)]",[],[1],[0.3833333333333333],vertical,"(890.0, 262.0)",1.3166666666666667,0.345,1,2949.607,1
0,31,target,"[(1026, 804)]",[],[1],[0.4],vertical,"(890.0, 262.0)",1.2666666666666666,0.359,1,2954.672,1
0,32,target,"[(1035, 811)]",[],[1],[0.7166666666666667],horizontal,"(890.0, 262.0)",0.9166666666666666,0.676,1,2959.523,2
