block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,rt,acc,time
1,True,1,0.657,39,[],[],"[(1151, 851)]",[],[1],[59],[0.9833333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.314],1,0.399
1,True,2,0.35,21,[],[],"[(1088, 889)]",[],[1],[56],[0.9333333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.575],1,7.466
1,True,3,0.485,29,[],[],"[(1079, 887)]",[],[1],[50],[0.8333333333333334],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.337],1,10.026
1,True,4,1.067,64,[],[104959],"[(1131, 887)]","[(1131, 887)]",[1],[35],[0.5833333333333334],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0],0,12.5
1,False,1,1.026,61,[],[],"[(1125, 874)]",[],[1],[80],[1.3333333333333333],"[640.0, 512.0]",horizontal,"(390.0, 262.0)",[0.302],1,74.669
1,False,2,1.156,69,[],[],"[(1114, 896)]",[],[1],[104],[1.7333333333333334],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[0.566],1,79.468
1,False,3,1.122,67,[],[],"[(1098, 902)]",[],[1],[89],[1.4833333333333334],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.348],1,82.793
