block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,p_catch
0,1,target,"[(1112, 887)]",[],[1],[0.1],horizontal,"(890.0, 762.0)",1.0666666666666667,0.067,0,1.164,0,0.0,0.1
0,2,target,"[(1116, 883)]",[],[1],[],vertical,"(890.0, 762.0)",,"('cti', 0.444)",0,5.896,0,0.5,0.1
0,3,target,"[(1116, 883)]",[],[1],[],vertical,"(890.0, 762.0)",,"('cti', 0.25)",0,9.33,0,0.6666666666666666,0.1
0,4,target,"[(1116, 883)]",[],[1],[0.3],vertical,"(890.0, 262.0)",1.5333333333333332,0.267,1,12.548,1,0.5,0.1
0,5,target,"[(1116, 883)]",[],[1],[0.45],vertical,"(890.0, 762.0)",0.5666666666666667,0.413,1,17.584,1,0.4,0.1
0,6,target,"[(1116, 883)]",[],[1],[],vertical,"(390.0, 762.0)",,"('cti', 0.711)",0,22.1,0,0.5,0.1
0,7,target,"[(1128, 854)]",[],[1],[],horizontal,"(890.0, 262.0)",,"('cti', 0.398)",0,26.455,0,0.5714285714285714,0.1
0,8,target,"[(1128, 854)]",[],[1],[],horizontal,"(890.0, 262.0)",,"('cti', 0.367)",0,30.16,0,0.625,0.1
0,9,target,"[(1128, 854)]",[],[1],[],vertical,"(390.0, 762.0)",,"('cti', 0.248)",0,33.893,0,0.6666666666666666,0.1
0,10,target,"[(1128, 854)]",[],[1],[],horizontal,"(890.0, 762.0)",,"('cti', 0.4)",0,37.735,0,0.7,0.1
0,11,target,"[(1128, 854)]",[],[1],[],vertical,"(890.0, 262.0)",,"('cti', 0.801)",0,40.964,0,0.7272727272727273,0.1
0,12,target,"[(1128, 854)]",[],[1],[0.4166666666666667],vertical,"(390.0, 762.0)",1.15,0.378,1,44.606,1,0.6666666666666666,0.1
0,13,target,"[(1130, 902)]",[],[1],[0.31666666666666665],horizontal,"(390.0, 762.0)",1.1166666666666667,0.283,1,49.586,1,0.6153846153846154,0.1
0,14,target,"[(1130, 902)]",[],[1],[0.35],horizontal,"(890.0, 762.0)",1.3666666666666667,0.319,1,54.225,2,0.5714285714285714,0.1
0,15,target,"[(1130, 902)]",[],[1],[0.4],horizontal,"(390.0, 262.0)",0.8666666666666667,0.366,1,59.965,2,0.5333333333333333,0.1
0,16,target,"[(1130, 902)]",[],[1],[0.36666666666666664],horizontal,"(890.0, 262.0)",1.4833333333333334,0.333,1,64.855,2,0.5,0.1
0,17,target,"[(1130, 900)]",[],[1],[0.36666666666666664],vertical,"(390.0, 262.0)",0.9166666666666666,0.333,1,70.292,2,0.47058823529411764,0.1
0,18,target,"[(1130, 900)]",[],[1],[0.36666666666666664],vertical,"(390.0, 262.0)",0.75,0.33,1,75.051,3,0.4444444444444444,0.1
0,19,target,"[(1131, 900)]",[],[1],[0.55],horizontal,"(890.0, 262.0)",1.15,0.517,1,79.536,3,0.42105263157894735,0.1
0,20,catch,"[(1132, 900)]",[],[1],[],horizontal,"(390.0, 262.0)",1.6,nan,1,84.439,3,0.4,0.1
0,21,target,"[(1132, 900)]",[],[1],[0.48333333333333334],vertical,"(890.0, 762.0)",0.8,0.449,1,89.678,3,0.38095238095238093,0.1
0,22,target,"[(1132, 900)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",0.8833333333333333,0.497,1,94.374,3,0.36363636363636365,0.1
