block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,p_catch
0,1,target,"[(1060, 826)]",[],[1],[0.3833333333333333],horizontal,"(390.0, 762.0)",1.5333333333333332,0.344,1,0.078,1,0.0,0.25
0,2,target,"[(1132, 841)]",[],[1],[0.6333333333333333],horizontal,"(390.0, 262.0)",0.75,0.601,1,997.404,1,0.0,0.25
0,3,catch,"[(1156, 803)]",[],[1],[],horizontal,"(390.0, 262.0)",1.7,nan,1,1089.261,1,0.0,0.25
0,4,target,"[(1135, 839)]",[],[1],[0.6],horizontal,"(890.0, 762.0)",1.0333333333333332,0.558,1,1094.784,2,0.0,0.25
0,5,target,"[(1136, 831)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",0.8333333333333334,nan,0,1100.257,0,0.0,0.25
0,6,target,"[(1127, 818)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.8666666666666667,nan,0,1104.44,0,0.0,0.25
0,7,target,"[(1137, 806)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.48333333333333334,nan,0,1109.297,0,0.0,0.25
0,8,target,"[(1146, 804)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",0.48333333333333334,nan,0,1114.03,0,0.0,0.25
0,9,target,"[(1123, 805)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",0.8,0.493,1,1118.496,1,0.0,0.25
0,10,catch,"[(1146, 804)]",[],[1],[],vertical,"(890.0, 762.0)",1.7,nan,1,1123.441,1,0.0,0.25
0,11,catch,"[(1159, 793)]",[],[1],[],vertical,"(890.0, 262.0)",1.7,nan,1,1128.508,1,0.0,0.25
0,12,target,"[(1142, 803)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 262.0)",0.6333333333333333,0.529,1,1133.832,2,0.0,0.25
0,13,catch,"[(1137, 807)]",[],[1],[],horizontal,"(890.0, 762.0)",1.7,nan,1,1139.049,2,0.0,0.25
0,14,target,"[(1146, 807)]",[],[1],[0.55],vertical,"(890.0, 762.0)",1.25,0.508,1,1144.889,2,0.0,0.25
0,15,target,"[(1146, 800)]",[],[1],[0.6],horizontal,"(390.0, 262.0)",0.5833333333333334,0.559,1,1150.808,2,0.0,0.25
0,16,target,"[(1150, 797)]",[],[1],[0.45],horizontal,"(890.0, 262.0)",1.5333333333333332,0.409,1,1156.088,3,0.0,0.25
0,17,target,"[(1156, 856)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",0.6,nan,0,1162.423,0,0.0,0.25
0,18,target,"[(1151, 821)]",[],[1],[0.65],vertical,"(890.0, 762.0)",1.3833333333333333,0.611,1,1167.073,1,0.0,0.25
0,19,catch,"[(1157, 794)]",[],[1],[],vertical,"(890.0, 762.0)",1.7,nan,1,1172.683,1,0.0,0.25
0,20,target,"[(1154, 787)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 762.0)",0.5833333333333334,0.542,1,1177.623,1,0.0,0.25
0,21,target,"[(1147, 783)]",[],[1],[0.48333333333333334],horizontal,"(890.0, 262.0)",1.0,0.438,1,1182.427,2,0.0,0.25
0,22,target,"[(1150, 795)]",[],[1],[0.5],vertical,"(390.0, 262.0)",0.65,0.46,1,1187.973,2,0.0,0.25
0,23,catch,"[(1151, 773)]",[],[1],[],vertical,"(890.0, 762.0)",1.7,nan,1,1193.276,2,0.0,0.25
0,24,target,"[(1154, 791)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 762.0)",0.9666666666666667,0.577,1,1198.857,2,0.0,0.25
0,25,target,"[(1160, 784)]",[],[1],[0.6],vertical,"(390.0, 262.0)",0.7333333333333333,0.558,1,1204.274,3,0.0,0.25
0,26,target,"[(1161, 804)]",[],[1],[0.3333333333333333],vertical,"(390.0, 262.0)",1.25,0.295,1,1210.173,3,0.0,0.25
0,27,target,"[(1124, 821)]",[],[1],[0.5],horizontal,"(390.0, 762.0)",1.2666666666666666,0.451,1,1216.275,3,0.0,0.25
0,28,target,"[(1158, 783)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.48333333333333334,nan,0,1225.776,0,0.0,0.25
0,29,target,"[(1135, 821)]",[],[1],[0.6333333333333333],horizontal,"(390.0, 762.0)",0.5666666666666667,0.59,1,1229.824,1,0.0,0.25
0,30,catch,"[(1158, 789)]",[],[1],[],vertical,"(890.0, 762.0)",,"('cti', 1.621),nan",0,1234.857,0,0.03333333333333333,0.25
0,31,target,"[(1153, 794)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 762.0)",0.4166666666666667,0.574,1,1239.841,1,0.03225806451612903,0.25
0,32,target,"[(1162, 795)]",[],[1],[0.6833333333333333],vertical,"(890.0, 262.0)",0.5833333333333334,0.634,1,1244.725,1,0.03125,0.25
