block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,target,"[(1154, 870)]",[],[1],[0.3],horizontal,"(390.0, 262.0)",1.3,0.263,1,0.417,1
0,2,target,"[(1154, 869)]",[],[1],[0.11666666666666667],vertical,"(390.0, 762.0)",1.25,0.082,0,5.982,0
0,3,target,"[(1154, 869)]",[],[1],[0.08333333333333333],vertical,"(890.0, 762.0)",1.0333333333333332,0.052,0,10.326,0
0,4,target,"[(1151, 869)]",[],[1],[0.4666666666666667],horizontal,"(890.0, 762.0)",1.3333333333333333,0.425,1,21.251,1
0,5,target,"[(1151, 869)]",[],[1],[0.43333333333333335],horizontal,"(390.0, 262.0)",1.2166666666666666,0.394,1,26.941,1
0,6,target,"[(1151, 869)]",[],[1],[0.1],horizontal,"(390.0, 762.0)",1.3833333333333333,0.068,0,32.528,0
0,7,target,"[(1151, 869)]",[],[1],[0.4],vertical,"(390.0, 762.0)",0.7666666666666666,0.365,1,37.237,1
