block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,p_catch
0,1,catch,"[(1088, 876)]",[],[1],[],vertical,"(390.0, 762.0)",1.7,nan,1,0.433,1,0.0,0.25
0,2,target,"[(1124, 830)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.35,nan,0,62.337,0,0.0,0.25
0,3,target,"[(1123, 834)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.7,nan,0,66.994,0,0.0,0.25
0,4,target,"[(1116, 813)]","[(1082, 840)]",[1],[0.3333333333333333],horizontal,"(890.0, 262.0)",,"('bar', 0.351)",0,76.385,0,0.0,0.25
0,5,target,"[(1097, 836)]",[],[1],[0.3833333333333333],horizontal,"(390.0, 762.0)",0.48333333333333334,0.345,1,79.257,1,0.0,0.25
0,6,target,"[(1111, 841)]",[],[1],[0.65],horizontal,"(890.0, 262.0)",1.2166666666666666,0.612,1,90.797,1,0.0,0.25
0,7,catch,"[(1175, 811)]",[],[1],[],vertical,"(390.0, 262.0)",1.7,nan,1,147.542,1,0.0,0.25
0,8,target,"[(1150, 804)]",[],[1],[0.55],vertical,"(890.0, 762.0)",1.1333333333333333,0.516,1,152.709,2,0.0,0.25
0,9,target,"[(1146, 807)]",[],[1],[0.4166666666666667],vertical,"(390.0, 762.0)",1.35,0.379,1,158.855,2,0.0,0.25
0,10,target,"[(1150, 791)]",[],[1],[0.36666666666666664],vertical,"(890.0, 762.0)",1.0666666666666667,0.327,1,164.617,2,0.0,0.25
0,11,catch,"[(1120, 834)]",[],[1],[],horizontal,"(390.0, 762.0)",,"('cti', 1.609),nan",0,169.976,0,0.09090909090909091,0.25
0,12,catch,"[(1116, 842)]",[],[1],[],horizontal,"(390.0, 262.0)",1.7,nan,1,254.622,1,0.08333333333333333,0.25
0,13,target,"[(1151, 815)]",[],[1],[0.48333333333333334],vertical,"(890.0, 262.0)",0.7666666666666666,0.446,1,259.856,1,0.07692307692307693,0.25
0,14,target,"[(1156, 800)]",[],[1],[0.85],vertical,"(890.0, 262.0)",1.2,nan,0,264.472,0,0.07142857142857142,0.25
0,15,target,"[(1146, 844)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 262.0)",0.8833333333333333,0.527,1,269.872,1,0.06666666666666667,0.25
0,16,catch,"[(1159, 779)]",[],[1],[],vertical,"(390.0, 762.0)",1.7,nan,1,274.653,1,0.0625,0.25
0,17,catch,"[(1157, 791)]",[],[1],[],horizontal,"(890.0, 762.0)",1.7,nan,1,279.939,1,0.058823529411764705,0.25
0,18,catch,"[(1155, 808)]",[],[1],[],horizontal,"(390.0, 262.0)",,"('cti', 1.239),nan",0,285.256,0,0.1111111111111111,0.25
0,19,target,"[(1149, 808)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.65,nan,0,289.971,0,0.10526315789473684,0.25
0,20,target,"[(1112, 806)]",[],[1],[0.7166666666666667],horizontal,"(890.0, 762.0)",0.6333333333333333,0.676,1,294.488,1,0.1,0.25
0,21,target,"[(1146, 802)]",[],[1],[0.5333333333333333],vertical,"(390.0, 262.0)",0.35,0.497,1,299.556,1,0.09523809523809523,0.25
0,22,catch,"[(1155, 804)]",[],[1],[],horizontal,"(890.0, 762.0)",1.7,nan,1,303.804,1,0.09090909090909091,0.25
0,23,target,"[(1117, 809)]",[],[1],[0.4666666666666667],vertical,"(390.0, 762.0)",1.4333333333333333,0.431,1,309.295,2,0.08695652173913043,0.25
0,24,target,"[(1150, 799)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.48333333333333334,nan,0,315.523,0,0.08333333333333333,0.25
0,25,target,"[(1165, 815)]","[(1146, 839)]",[1],[0.5166666666666666],horizontal,"(390.0, 262.0)",,"('bar', 0.535)",0,319.912,0,0.08,0.25
0,26,target,"[(1141, 794)]",[],[1],[0.43333333333333335],vertical,"(890.0, 762.0)",1.4666666666666666,0.397,1,322.677,1,0.07692307692307693,0.25
0,27,catch,"[(1161, 781)]",[],[1],[],horizontal,"(890.0, 262.0)",1.7,nan,1,327.864,1,0.07407407407407407,0.25
0,28,target,"[(1161, 782)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 262.0)",1.05,0.543,1,333.103,1,0.07142857142857142,0.25
0,29,target,"[(1161, 788)]",[],[1],[0.5666666666666667],vertical,"(390.0, 262.0)",1.3666666666666667,0.529,1,338.022,2,0.06896551724137931,0.25
0,30,catch,"[(1176, 790)]",[],[1],[],vertical,"(890.0, 262.0)",,"('cti', 1.675),nan",0,343.771,0,0.1,0.25
0,31,target,"[(1131, 813)]",[],[1],[0.65],vertical,"(390.0, 262.0)",0.48333333333333334,0.606,1,348.664,1,0.0967741935483871,0.25
0,32,target,"[(1142, 806)]",[],[1],[0.65],horizontal,"(390.0, 762.0)",0.8166666666666667,0.609,1,352.953,1,0.09375,0.25
0,33,target,"[(1157, 805)]",[],[1],[0.5166666666666666],vertical,"(890.0, 762.0)",0.55,0.474,1,358.172,1,0.09090909090909091,0.25
0,34,target,"[(1161, 788)]",[],[1],[0.6],vertical,"(390.0, 262.0)",1.3833333333333333,0.562,1,363.132,2,0.08823529411764706,0.25
0,35,target,"[(1158, 790)]",[],[1],[0.6166666666666667],vertical,"(890.0, 262.0)",0.5,0.594,1,369.014,2,0.08571428571428572,0.25
0,36,catch,"[(1161, 798)]",[],[1],[],vertical,"(890.0, 762.0)",1.7,nan,1,374.117,2,0.08333333333333333,0.25
0,37,catch,"[(1154, 792)]",[],[1],[],vertical,"(390.0, 762.0)",1.7,nan,1,379.667,2,0.08108108108108109,0.25
0,38,target,"[(1159, 787)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.5833333333333334,nan,0,385.299,0,0.07894736842105263,0.25
0,39,catch,"[(1150, 835)]",[],[1],[],horizontal,"(390.0, 762.0)",1.7,nan,1,389.868,1,0.07692307692307693,0.25
0,40,target,"[(1156, 770)]",[],[1],[],horizontal,"(390.0, 262.0)",,"('fix', 0.256)",0,395.937,0,0.075,0.25
0,41,target,"[(1114, 833)]",[],[1],[0.7666666666666666],horizontal,"(390.0, 262.0)",0.7333333333333333,0.721,1,397.791,1,0.07317073170731707,0.25
0,42,catch,"[(1134, 787)]",[],[1],[],horizontal,"(390.0, 262.0)",1.7,nan,1,402.89,1,0.07142857142857142,0.25
0,43,target,"[(1154, 789)]",[],[1],[0.55],vertical,"(890.0, 762.0)",1.35,0.507,1,407.939,1,0.06976744186046512,0.25
0,44,target,"[(1159, 772)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 762.0)",0.9166666666666666,0.546,1,413.288,2,0.06818181818181818,0.25
0,45,target,"[(1142, 802)]",[],[1],[0.55],horizontal,"(890.0, 262.0)",0.7666666666666666,0.509,1,418.973,2,0.06666666666666667,0.25
0,46,target,"[(1162, 782)]",[],[1],[0.6666666666666666],vertical,"(890.0, 262.0)",0.6666666666666666,0.627,1,424.489,2,0.06521739130434782,0.25
0,47,target,"[(1157, 802)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",1.0333333333333332,nan,0,429.797,0,0.06382978723404255,0.25
0,48,target,"[(1146, 818)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.5,nan,0,434.688,0,0.0625,0.25
0,49,target,"[(1136, 807)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",0.6333333333333333,nan,0,439.339,0,0.061224489795918366,0.25
0,50,target,"[(1138, 789)]",[],[1],[0.1],horizontal,"(890.0, 762.0)",1.5,0.067,0,443.656,0,0.06,0.25
