block,practice,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time
1,False,29,catch,"[(1106, 879)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.5833333333333334,nan,1,298.169
1,False,30,target,"[(1095, 885)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.8833333333333333,nan,0,302.758
1,False,31,target,"[(1104, 890)]",[],[1],[0.18333333333333332],horizontal,"(390.0, 262.0)",1.2833333333333332,0.149,1,315.764
1,False,32,target,"[(1078, 906)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 762.0)",0.8833333333333333,0.485,1,320.387
1,False,33,catch,"[(1050, 896)]",[],[1],"[0.85, 0.85]",horizontal,"(890.0, 762.0)",0.7333333333333333,"0.804,nan",1,324.676
1,False,34,target,"[(1081, 891)]",[],[1],[0.05],horizontal,"(890.0, 762.0)",1.6666666666666667,0.02,1,329.522
1,False,35,target,"[(1087, 888)]",[],[1],[0.21666666666666667],vertical,"(890.0, 262.0)",1.6,0.185,1,334.522
1,False,36,target,"[(1080, 884)]",[],[1],[0.43333333333333335],horizontal,"(890.0, 262.0)",1.3166666666666667,0.397,1,339.677
1,False,37,catch,"[(1085, 908)]",[],[1],[0.4166666666666667],horizontal,"(890.0, 762.0)",1.3166666666666667,0.377,0,344.901
1,False,38,catch,"[(1090, 895)]",[],[1],[0.6666666666666666],vertical,"(390.0, 762.0)",0.9166666666666666,0.63,0,357.166
1,False,39,target,"[(1115, 891)]",[],[1],[0.36666666666666664],horizontal,"(890.0, 762.0)",1.5,0.333,1,361.709
1,False,40,target,"[(1080, 890)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 762.0)",0.5333333333333333,0.492,1,366.847
1,False,41,target,"[(1109, 908)]",[],[1],[0.5],horizontal,"(890.0, 262.0)",0.8,0.464,1,371.201
1,False,42,target,"[(1085, 890)]",[],[1],[0.6],horizontal,"(390.0, 762.0)",1.2166666666666666,0.561,1,375.701
1,False,43,target,"[(1077, 898)]",[],[1],[0.3833333333333333],vertical,"(390.0, 762.0)",1.45,0.351,1,380.613
1,False,44,target,"[(1082, 892)]",[],[1],[0.6666666666666666],horizontal,"(390.0, 762.0)",0.7333333333333333,0.619,1,385.069
1,False,45,target,"[(1083, 885)]",[],[1],[0.26666666666666666],vertical,"(390.0, 262.0)",1.3666666666666667,0.228,1,389.571
1,False,46,catch,"[(1100, 897)]",[],[1],[0.7166666666666667],vertical,"(390.0, 262.0)",1.1833333333333333,0.679,0,394.237
1,False,47,target,"[(1087, 883)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 262.0)",1.0833333333333333,0.524,1,399.069
1,False,48,catch,"[(1081, 898)]",[],[1],[],horizontal,"(890.0, 262.0)",,cti_phase,0,403.984
1,False,49,target,"[(1106, 875)]",[],[1],[0.5],vertical,"(890.0, 762.0)",1.0666666666666667,0.462,1,408.864
1,False,50,target,"[(1096, 896)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 762.0)",0.8833333333333333,0.498,1,414.169
1,False,51,target,"[(1069, 896)]",[],[1],[0.55],vertical,"(390.0, 262.0)",1.2666666666666666,0.509,1,418.297
1,False,52,target,"[(1068, 899)]",[],[1],[0.5],vertical,"(890.0, 762.0)",1.3666666666666667,0.46,1,422.88
1,False,53,catch,"[(1081, 892)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",0.9666666666666667,0.529,0,427.897
1,False,54,target,"[(1086, 889)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 262.0)",1.0666666666666667,0.523,1,432.848
1,False,55,catch,"[(1082, 906)]",[],[1],[],horizontal,"(390.0, 262.0)",,cti_phase,0,437.93
1,False,56,target,"[(1067, 888)]",[],[1],[0.48333333333333334],vertical,"(390.0, 262.0)",1.1666666666666667,0.442,1,442.236
1,False,57,target,"[(1068, 903)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",1.5666666666666667,0.539,1,447.214
1,False,58,target,"[(833, 929), (1071, 934)]",[],"[0, 1]",[],horizontal,"(890.0, 762.0)",,cti_phase,0,452.071
1,False,59,target,"[(1071, 881)]",[],[1],[0.4666666666666667],horizontal,"(890.0, 262.0)",0.6833333333333333,0.426,1,2972.985
1,False,60,target,"[(1060, 897)]",[],[1],[0.3833333333333333],vertical,"(390.0, 762.0)",0.8833333333333333,0.351,1,3337.326
2,False,61,target,"[(1074, 906)]",[],[1],[0.1],horizontal,"(890.0, 262.0)",1.2,0.068,1,3342.661
2,False,62,catch,"[(1088, 904)]",[],[1],"[0.85, 0.85]",horizontal,"(390.0, 762.0)",0.5,"0.813,nan",1,3347.051
2,False,63,target,"[(1104, 910)]",[],[1],[0.45],vertical,"(890.0, 262.0)",1.3333333333333333,0.412,1,3351.689
2,False,64,target,"[(1071, 893)]",[],[1],[0.85],vertical,"(390.0, 762.0)",1.6166666666666667,"cti_phase,nan",0,3356.238
2,False,65,target,"[(1085, 905)]",[],[1],[0.26666666666666666],vertical,"(890.0, 262.0)",1.4833333333333334,0.234,1,3361.496
2,False,66,catch,"[(1075, 906)]",[],[1],[0.8333333333333334],vertical,"(890.0, 262.0)",1.3166666666666667,0.79,0,3390.373
2,False,67,target,"[(1075, 893)]",[],[1],[0.5166666666666666],vertical,"(390.0, 262.0)",0.95,0.48,1,3395.384
2,False,68,catch,"[(1072, 881)]",[],[1],[0.7166666666666667],horizontal,"(890.0, 262.0)",0.95,0.677,0,3400.642
2,False,69,target,"[(1073, 907)]",[],[1],[0.6166666666666667],vertical,"(390.0, 262.0)",0.6666666666666666,0.574,1,3405.107
2,False,70,target,"[(1085, 900)]",[],[1],[],vertical,"(390.0, 262.0)",,cti_phase,0,3411.15
2,False,71,target,"[(1081, 893)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",1.55,"cti_phase,nan",0,3415.604
2,False,72,catch,"[(1071, 881)]",[],[1],[0.48333333333333334],horizontal,"(890.0, 262.0)",1.2166666666666666,0.443,0,3421.789
2,False,73,target,"[(1071, 893)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 762.0)",1.2833333333333332,0.526,1,3426.902
2,False,74,target,"[(1084, 906)]",[],[1],[0.35],vertical,"(390.0, 262.0)",1.3666666666666667,0.318,1,3431.855
2,False,75,catch,"[(1074, 906)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.8666666666666667,nan,1,3436.925
2,False,76,target,"[(509, 241), (514, 227), (1042, 132), (1067, 927)]",[],"[0, 0, 0, 1]",[0.4],horizontal,"(890.0, 762.0)",1.5666666666666667,0.36,1,3441.372
2,False,77,target,"[(1095, 156), (1085, 167), (1045, 872)]",[],"[0, 0, 1]",[],horizontal,"(390.0, 262.0)",,fix_phase,0,3457.905
2,False,78,catch,"[(983, 438), (950, 452), (1085, 781)]",[],"[0, 0, 1]",[],vertical,"(890.0, 262.0)",,fix_phase,0,6217.015
2,False,79,target,"[(1114, 934)]",[],[1],[],horizontal,"(890.0, 762.0)",,fix_phase,0,6226.486
2,False,80,target,"[(1113, 953), (1138, 948), (1077, 915)]",[],"[0, 0, 1]",[0.85],horizontal,"(390.0, 762.0)",0.6,nan,0,6277.598
2,False,81,target,"[(1083, 868)]",[],[1],[0.85],vertical,"(890.0, 262.0)",1.1833333333333333,nan,0,6599.941
2,False,82,target,"[(1124, 903)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",1.0333333333333332,nan,0,6645.366
2,False,83,target,"[(427, 576), (233, 614), (1091, 864)]",[],"[0, 0, 1]",[],horizontal,"(890.0, 262.0)",,cti_phase,0,7244.425
2,False,84,target,"[(1111, 861)]",[],[1],[0.45],vertical,"(890.0, 262.0)",1.1,0.415,1,7285.245
2,False,85,target,"[(1118, 886)]",[],[1],[0.06666666666666667],horizontal,"(890.0, 262.0)",1.6333333333333333,0.037,1,7290.609
2,False,86,target,"[(1127, 904)]",[],[1],[0.43333333333333335],horizontal,"(890.0, 762.0)",1.2166666666666666,0.394,1,7295.494
2,False,87,target,"[(1095, 896)]",[],[1],[0.36666666666666664],horizontal,"(890.0, 262.0)",1.2333333333333334,0.326,1,7300.307
2,False,88,catch,"[(1077, 896)]",[],[1],[0.48333333333333334],vertical,"(890.0, 762.0)",1.25,0.445,0,7304.909
2,False,89,target,"[(1096, 890)]",[],[1],[],horizontal,"(890.0, 762.0)",,cti_phase,0,7309.612
2,False,90,target,"[(1104, 871)]",[],[1],[0.48333333333333334],vertical,"(390.0, 762.0)",1.05,0.449,1,7314.64
2,False,91,target,"[(1124, 889)]",[],[1],[0.21666666666666667],horizontal,"(890.0, 262.0)",1.6166666666666667,0.185,1,7319.491
2,False,92,target,"[(1119, 893)]",[],[1],[0.35],vertical,"(890.0, 262.0)",1.55,0.312,1,7324.204
2,False,93,target,"[(1098, 910)]",[],[1],[0.5166666666666666],vertical,"(390.0, 762.0)",0.75,0.476,1,7329.384
2,False,94,target,"[(1108, 907)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",1.05,0.526,1,7333.907
2,False,95,catch,"[(1104, 891)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.6666666666666666,nan,1,7338.577
2,False,96,target,"[(1121, 896)]",[],[1],[],horizontal,"(390.0, 262.0)",,cti_phase,0,7343.403
2,False,97,target,"[(1103, 903)]",[],[1],[0.55],horizontal,"(890.0, 262.0)",0.7166666666666667,0.505,1,7349.057
2,False,98,target,"[(1095, 879)]",[],[1],[0.2],horizontal,"(390.0, 262.0)",1.4,0.169,1,7353.656
2,False,99,catch,"[(1086, 906)]",[],[1],[0.85],vertical,"(390.0, 762.0)",0.8,nan,1,7358.694
2,False,100,catch,"[(1081, 910)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",1.1166666666666667,nan,1,7363.478
2,False,101,target,"[(1080, 890)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 262.0)",0.9333333333333333,0.473,1,7368.99
2,False,102,target,"[(1089, 893)]",[],[1],[0.5166666666666666],vertical,"(890.0, 262.0)",0.85,0.476,1,7373.934
2,False,103,target,"[(1084, 898)]",[],[1],[0.5333333333333333],vertical,"(390.0, 262.0)",0.95,0.49,1,7378.222
2,False,104,target,"[(1086, 886)]",[],[1],[],horizontal,"(890.0, 262.0)",,cti_phase,0,7382.843
2,False,105,target,"[(1120, 877)]",[],[1],[0.48333333333333334],vertical,"(390.0, 262.0)",1.4666666666666666,0.444,1,7387.176
2,False,106,target,"[(1107, 889)]",[],[1],[0.5333333333333333],vertical,"(390.0, 762.0)",0.9333333333333333,0.499,1,7392.158
2,False,107,target,"[(1081, 886)]",[],[1],[0.4666666666666667],vertical,"(890.0, 262.0)",0.9166666666666666,0.423,1,7397.314
2,False,108,target,"[(1083, 886)]",[],[1],[0.4166666666666667],vertical,"(890.0, 762.0)",1.2666666666666666,0.378,1,7402.107
2,False,109,target,"[(1086, 910)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",0.65,0.527,1,7406.806
2,False,110,target,"[(1084, 886)]",[],[1],[0.55],horizontal,"(390.0, 762.0)",0.75,0.511,1,7411.347
2,False,111,target,"[(1093, 891)]",[],[1],[0.4],horizontal,"(890.0, 262.0)",1.3166666666666667,0.36,1,7415.556
2,False,112,target,"[(1084, 881)]",[],[1],[0.55],horizontal,"(890.0, 262.0)",0.7333333333333333,0.511,1,7420.47
2,False,113,catch,"[(1106, 891)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",1.4666666666666666,"cti_phase,nan",1,7424.493
2,False,114,target,"[(1177, 899)]",[],[1],[],horizontal,"(390.0, 262.0)",,fix_phase,0,7430.044
2,False,115,target,"[(954, 767), (1095, 884)]",[],"[0, 1]",[0.85],vertical,"(890.0, 262.0)",0.6166666666666667,nan,0,7432.484
2,False,116,target,"[(1109, 886)]",[],[1],[0.6166666666666667],vertical,"(890.0, 262.0)",0.5333333333333333,0.582,1,7439.856
2,False,117,target,"[(1071, 905)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",1.0333333333333332,nan,0,7446.02
2,False,118,target,"[(1071, 895)]",[],[1],[0.6833333333333333],vertical,"(390.0, 262.0)",1.6833333333333333,0.646,1,7451.085
2,False,119,target,"[(1081, 901)]",[],[1],[0.85],vertical,"(890.0, 762.0)",1.4666666666666666,nan,0,7456.36
2,False,120,catch,"[(1073, 911)]",[],[1],"[0.85, 0.85]",horizontal,"(890.0, 262.0)",1.4,"0.804,nan",1,7461.959
3,False,121,target,"[(1067, 891)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 762.0)",0.9166666666666666,0.526,1,7467.076
3,False,122,target,"[(1079, 914)]",[],[1],[0.85],vertical,"(890.0, 762.0)",1.0666666666666667,nan,0,7474.673
3,False,123,catch,"[(1104, 896)]",[],[1],[0.85],vertical,"(390.0, 762.0)",1.5666666666666667,nan,1,7479.893
3,False,124,catch,"[(1078, 911)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.55,nan,1,7485.229
3,False,125,target,"[(1084, 907)]",[],[1],[0.3833333333333333],horizontal,"(390.0, 762.0)",1.5833333333333333,0.342,1,7489.944
3,False,126,target,"[(1083, 896)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",1.5,nan,0,7499.639
3,False,127,target,"[(1076, 904)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",1.3166666666666667,nan,0,7505.789
3,False,128,target,"[(1046, 879)]",[],[1],[0.1],vertical,"(390.0, 762.0)",1.3666666666666667,0.067,1,7518.01
3,False,129,target,"[(1075, 896)]",[],[1],[0.5333333333333333],vertical,"(890.0, 262.0)",0.5,0.488,1,7529.411
3,False,130,target,"[(1093, 896)]",[],[1],[0.5833333333333334],vertical,"(890.0, 262.0)",0.5666666666666667,0.546,1,7534.024
3,False,131,catch,"[(1119, 924)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 762.0)",1.2166666666666666,0.494,0,7538.359
3,False,132,target,"[(1109, 875)]",[],[1],[0.5],horizontal,"(890.0, 262.0)",1.1833333333333333,0.46,1,7543.269
3,False,133,target,"[(1110, 891)]",[],[1],[],horizontal,"(890.0, 262.0)",,cti_phase,0,7547.907
3,False,134,target,"[(1099, 881)]",[],[1],[0.5333333333333333],vertical,"(390.0, 262.0)",0.6666666666666666,0.492,1,7552.416
3,False,135,target,"[(1104, 909)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",0.65,0.537,1,7556.889
3,False,136,target,"[(1098, 901)]",[],[1],[],horizontal,"(390.0, 762.0)",,cti_phase,0,7561.205
3,False,137,catch,"[(1076, 894)]",[],[1],[0.08333333333333333],vertical,"(390.0, 262.0)",1.4,0.052,0,7565.227
3,False,138,target,"[(1094, 905)]",[],[1],[0.48333333333333334],horizontal,"(390.0, 262.0)",0.8666666666666667,0.444,1,7569.739
3,False,139,target,"[(1093, 896)]",[],[1],[0.43333333333333335],horizontal,"(390.0, 262.0)",0.7833333333333333,0.392,1,7574.129
3,False,140,catch,"[(1085, 896)]",[],[1],[0.35],horizontal,"(390.0, 262.0)",1.05,0.316,0,7578.411
3,False,141,catch,"[(1123, 886)]",[],[1],[0.55],vertical,"(890.0, 762.0)",1.3,0.512,0,7582.699
3,False,142,target,"[(1109, 866)]",[],[1],[0.48333333333333334],horizontal,"(890.0, 762.0)",1.2,0.441,1,7587.778
3,False,143,target,"[(1078, 891)]",[],[1],[0.4166666666666667],vertical,"(890.0, 262.0)",1.5833333333333333,0.378,1,7593.2
3,False,144,target,"[(1104, 885)]",[],[1],[0.43333333333333335],horizontal,"(390.0, 262.0)",0.9833333333333333,0.393,1,7598.672
3,False,145,target,"[(1081, 890)]",[],[1],[0.6],horizontal,"(890.0, 762.0)",1.2166666666666666,0.562,1,7603.569
3,False,146,target,"[(1076, 893)]",[],[1],[0.4166666666666667],horizontal,"(390.0, 762.0)",1.5666666666666667,0.374,1,7608.727
3,False,147,catch,"[(1085, 896)]",[],[1],[0.13333333333333333],vertical,"(390.0, 262.0)",1.6166666666666667,0.101,0,7613.506
3,False,148,catch,"[(1093, 891)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.9833333333333333,nan,1,7618.482
3,False,149,target,"[(1096, 896)]",[],[1],[0.6833333333333333],vertical,"(890.0, 762.0)",1.0833333333333333,0.638,1,7624.173
3,False,150,target,"[(1086, 900)]",[],[1],[0.21666666666666667],vertical,"(390.0, 762.0)",1.6666666666666667,0.185,1,7629.392
3,False,151,catch,"[(1093, 901)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.6,nan,1,7634.603
3,False,152,catch,"[(1101, 892)]",[],[1],[],horizontal,"(390.0, 262.0)",,cti_phase,0,7639.128
3,False,153,target,"[(1100, 873)]",[],[1],[0.55],horizontal,"(890.0, 262.0)",0.6833333333333333,0.505,1,7645.288
3,False,154,target,"[(1081, 885)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 762.0)",0.5166666666666666,0.492,1,7649.659
3,False,155,target,"[(1077, 911)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 762.0)",0.5333333333333333,0.491,1,7653.672
3,False,156,target,"[(1071, 920)]",[],[1],[0.85],vertical,"(390.0, 262.0)",1.35,nan,0,7657.823
3,False,157,catch,"[(1074, 864)]",[],[1],[0.85],vertical,"(390.0, 762.0)",0.6166666666666667,nan,1,7663.465
3,False,158,target,"[(1077, 923)]",[],[1],[0.85],vertical,"(390.0, 262.0)",1.2,nan,0,7688.044
3,False,159,target,"[(1065, 910)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.6666666666666666,nan,0,8318.925
3,False,160,target,"[(1066, 881)]",[],[1],[0.6833333333333333],horizontal,"(890.0, 762.0)",1.2333333333333334,0.642,1,8331.033
3,False,161,target,"[(1083, 880)]",[],[1],[0.85],vertical,"(890.0, 262.0)",0.8833333333333333,nan,0,8978.669
3,False,162,target,"[(1097, 881)]",[],[1],[],horizontal,"(390.0, 262.0)",,cti_phase,0,8985.331
3,False,163,catch,"[(1085, 888)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 262.0)",1.3,0.545,0,8994.333
3,False,164,target,"[(1076, 892)]",[],[1],[0.35],horizontal,"(890.0, 762.0)",1.5166666666666666,0.315,1,8999.37
3,False,165,target,"[(1100, 907)]",[],[1],[],horizontal,"(390.0, 762.0)",,cti_phase,0,9005.19
3,False,166,target,"[(1081, 892)]",[],[1],[],vertical,"(890.0, 762.0)",,cti_phase,0,9009.391
3,False,167,catch,"[(1093, 877)]",[],[1],[],horizontal,"(390.0, 262.0)",,cti_phase,0,9013.748
3,False,168,catch,"[(1081, 867)]",[],[1],[0.8166666666666667],horizontal,"(890.0, 762.0)",0.9333333333333333,0.777,0,9018.338
3,False,169,target,"[(1112, 894)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 762.0)",0.6,0.494,1,9023.315
3,False,170,catch,"[(1138, 896)]",[],[1],[0.6666666666666666],horizontal,"(390.0, 762.0)",0.8666666666666667,0.626,0,9027.932
3,False,171,target,"[(1100, 886)]",[],[1],[0.6166666666666667],vertical,"(890.0, 262.0)",0.7833333333333333,0.578,1,9032.342
3,False,172,catch,"[(1108, 888)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.8,nan,1,9037.164
3,False,173,target,"[(1095, 901)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",1.3,nan,0,9041.911
3,False,174,target,"[(1098, 930)]",[],[1],[0.4],vertical,"(890.0, 262.0)",0.8166666666666667,0.364,1,9050.493
3,False,175,target,"[(1075, 908)]",[],[1],[0.2833333333333333],vertical,"(890.0, 762.0)",1.6333333333333333,0.254,1,10505.549
3,False,176,target,"[(1081, 905)]",[],[1],[0.13333333333333333],vertical,"(390.0, 262.0)",1.4166666666666667,0.104,1,10510.344
3,False,177,target,"[(1096, 902)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",0.5666666666666667,nan,0,10514.666
3,False,178,catch,"[(1083, 891)]",[],[1],[0.21666666666666667],horizontal,"(390.0, 262.0)",0.8833333333333333,0.182,0,10519.449
3,False,179,catch,"[(1079, 892)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",1.3166666666666667,nan,1,10525.922
3,False,180,target,"[(1108, 876)]",[],[1],[0.4166666666666667],horizontal,"(890.0, 262.0)",1.1666666666666667,0.381,1,10536.468
4,False,181,target,"[(1100, 905)]",[],[1],[0.4666666666666667],horizontal,"(890.0, 762.0)",1.25,0.432,1,10588.116
4,False,182,catch,"[(1086, 903)]",[],[1],[],vertical,"(390.0, 762.0)",,cti_phase,0,10593.259
4,False,183,target,"[(1071, 904)]",[],[1],[0.16666666666666666],horizontal,"(890.0, 762.0)",1.5666666666666667,0.133,1,10597.156
4,False,184,target,"[(1076, 896)]",[],[1],[0.21666666666666667],vertical,"(890.0, 262.0)",1.3333333333333333,0.183,1,10602.877
4,False,185,target,"[(1081, 897)]",[],[1],[0.06666666666666667],vertical,"(890.0, 762.0)",1.5666666666666667,0.036,1,10607.433
4,False,186,target,"[(1075, 892)]",[],[1],[0.55],horizontal,"(390.0, 762.0)",0.55,0.509,1,10612.623
4,False,187,catch,"[(1098, 903)]",[],[1],[0.36666666666666664],horizontal,"(390.0, 762.0)",0.8833333333333333,0.333,0,10616.833
4,False,188,target,"[(1094, 887)]",[],[1],[0.5],horizontal,"(890.0, 762.0)",1.2166666666666666,0.462,1,10621.232
4,False,189,catch,"[(1081, 894)]",[],[1],[],vertical,"(890.0, 762.0)",,cti_phase,0,10626.102
4,False,190,target,"[(1077, 893)]",[],[1],[0.43333333333333335],horizontal,"(390.0, 762.0)",0.9166666666666666,0.398,1,10629.964
4,False,191,target,"[(1084, 897)]",[],[1],[],horizontal,"(390.0, 762.0)",,cti_phase,0,10634.804
4,False,192,catch,"[(1078, 882)]",[],[1],[0.6666666666666666],vertical,"(890.0, 262.0)",0.8666666666666667,0.624,0,10638.623
4,False,193,target,"[(1138, 884)]",[],[1],[0.3],vertical,"(890.0, 762.0)",1.2833333333333332,0.269,1,10645.356
4,False,194,catch,"[(1097, 895)]",[],[1],[],horizontal,"(390.0, 762.0)",,cti_phase,0,10650.109
4,False,195,catch,"[(1081, 886)]",[],[1],[],horizontal,"(390.0, 262.0)",,cti_phase,0,10653.922
4,False,196,catch,"[(1113, 878)]",[],[1],[],horizontal,"(390.0, 262.0)",,cti_phase,0,10659.162
4,False,197,target,"[(1118, 884)]",[],[1],[0.55],horizontal,"(390.0, 262.0)",1.3666666666666667,0.506,1,10663.633
4,False,198,target,"[(1104, 891)]",[],[1],[0.55],horizontal,"(890.0, 262.0)",0.5166666666666666,0.507,1,10668.471
4,False,199,catch,"[(1082, 891)]",[],[1],[0.08333333333333333],vertical,"(890.0, 762.0)",1.4166666666666667,0.053,0,10672.697
4,False,200,target,"[(1086, 865)]",[],[1],[0.55],horizontal,"(390.0, 262.0)",0.6333333333333333,0.513,1,10677.342
4,False,201,target,"[(1081, 900)]",[],[1],[0.35],horizontal,"(390.0, 762.0)",1.15,0.311,1,10681.401
4,False,202,target,"[(1104, 893)]",[],[1],[],vertical,"(390.0, 762.0)",,cti_phase,0,10685.863
4,False,203,target,"[(1088, 871)]",[],[1],[0.4166666666666667],vertical,"(390.0, 262.0)",0.8833333333333333,0.377,1,10690.015
4,False,204,target,"[(1104, 886)]","[(1094, 894)]",[1],[0.11666666666666667],horizontal,"(890.0, 262.0)",,bar_phase,0,10695.412
