block,practice,trial,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time
1,False,13,"[(1041, 885)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",0.5833333333333334,0.548,1,199.818
1,False,14,"[(1038, 888)]",[],[1],[0.16666666666666666],vertical,"(390.0, 262.0)",1.1,0.134,1,204.335
1,False,15,"[(1050, 895)]",[],[1],[0.5833333333333334],horizontal,"(390.0, 762.0)",1.4833333333333334,0.546,1,208.916
1,False,16,"[(1040, 884)]",[],[1],"[0.85, 0.85]",horizontal,"(890.0, 762.0)",1.4,"0.802,0.802",0,214.127
1,False,17,"[(1069, 880)]",[],[1],[0.6],vertical,"(890.0, 762.0)",1.4666666666666666,0.56,1,219.469
1,False,18,"[(1036, 884)]",[],[1],[0.6833333333333333],horizontal,"(890.0, 262.0)",1.0,0.644,1,224.549
1,False,19,"[(1038, 900)]",[],[1],[0.6],vertical,"(390.0, 762.0)",0.7833333333333333,0.562,1,229.418
1,False,20,"[(1038, 892)]",[],[1],[0.55],vertical,"(390.0, 262.0)",0.7333333333333333,0.52,1,233.809
1,False,21,"[(1053, 884)]",[],[1],[0.5166666666666666],vertical,"(390.0, 762.0)",1.55,0.491,1,238.447
1,False,22,"[(1052, 905)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 262.0)",0.5666666666666667,0.541,1,243.527
1,False,23,"[(1076, 890)]",[],[1],[0.5333333333333333],vertical,"(890.0, 262.0)",0.6166666666666667,0.493,1,247.758
1,False,24,"[(1035, 874)]",[],[1],[0.6166666666666667],horizontal,"(390.0, 262.0)",0.8833333333333333,0.573,1,252.389
1,False,25,"[(1067, 890)]",[],[1],[0.6],vertical,"(390.0, 762.0)",1.0666666666666667,0.564,1,257.018
1,False,26,"[(1081, 914)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",0.6666666666666666,0.543,1,261.806
1,False,27,"[(1038, 895)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",1.3666666666666667,0.826,0,265.86
1,False,28,"[(1047, 877)]",[],[1],[0.4666666666666667],horizontal,"(890.0, 262.0)",0.8833333333333333,0.442,1,271.253
1,False,29,"[(1047, 901)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",1.0833333333333333,0.549,1,276.263
1,False,30,"[(1073, 906)]",[],[1],[0.6166666666666667],vertical,"(890.0, 762.0)",1.3166666666666667,0.59,1,281.525
1,False,31,"[(1052, 899)]",[],[1],[0.5666666666666667],vertical,"(390.0, 762.0)",0.5666666666666667,0.529,1,286.193
1,False,32,"[(1036, 904)]",[],[1],[0.6],horizontal,"(890.0, 762.0)",0.9833333333333333,0.571,1,290.716
1,False,33,"[(1053, 908)]",[],[1],[0.6],vertical,"(390.0, 762.0)",0.8833333333333333,0.571,1,295.72
1,False,34,"[(1006, 876)]",[],[1],[0.6833333333333333],vertical,"(890.0, 762.0)",1.35,0.649,1,300.677
1,False,35,"[(1052, 898)]",[],[1],[0.85],vertical,"(890.0, 262.0)",1.0666666666666667,0.817,0,305.936
1,False,36,"[(1062, 880)]",[],[1],[0.55],horizontal,"(890.0, 762.0)",0.65,0.522,1,310.678
1,False,37,"[(1061, 902)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 762.0)",0.5666666666666667,0.594,1,374.326
1,False,38,"[(1058, 905)]",[],[1],[0.65],vertical,"(890.0, 262.0)",0.75,0.624,1,378.892
1,False,39,"[(1036, 901)]",[],[1],[0.65],vertical,"(890.0, 262.0)",0.9166666666666666,0.61,1,383.511
1,False,40,"[(1038, 895)]",[],[1],[0.6],vertical,"(890.0, 762.0)",1.0,0.552,1,413.269
1,False,41,"[(1047, 906)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 262.0)",0.55,0.519,1,417.769
1,False,42,"[(1045, 896)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",0.8666666666666667,0.537,1,421.491
1,False,43,"[(1036, 882)]",[],[1],[0.5666666666666667],vertical,"(390.0, 762.0)",0.5166666666666666,0.525,1,425.505
1,False,44,"[(1041, 874)]",[],[1],[0.55],horizontal,"(390.0, 762.0)",0.6333333333333333,0.506,1,429.654
1,False,45,"[(1048, 905)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 262.0)",0.8166666666666667,0.521,1,434.275
1,False,46,"[(1054, 861)]",[],[1],[0.65],vertical,"(890.0, 762.0)",0.6,0.603,1,438.609
1,False,47,"[(1042, 918)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",0.5,0.521,1,444.461
1,False,48,"[(1042, 892)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 262.0)",0.7333333333333333,0.53,1,448.548
1,False,49,"[(1058, 882)]",[],[1],[0.5333333333333333],vertical,"(890.0, 262.0)",1.4166666666666667,0.496,1,452.813
1,False,50,"[(1042, 871)]",[],[1],[0.5333333333333333],vertical,"(390.0, 262.0)",1.0833333333333333,0.488,1,458.343
1,False,51,"[(1073, 900)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 762.0)",1.6166666666666667,0.525,1,463.814
1,False,52,"[(1040, 868)]",[],[1],[0.5],vertical,"(890.0, 262.0)",1.25,0.455,1,468.764
1,False,53,"[(1058, 910)]",[],[1],[0.6166666666666667],vertical,"(390.0, 762.0)",0.5833333333333334,0.573,1,474.689
1,False,54,"[(1064, 889)]",[],[1],[0.6],vertical,"(390.0, 762.0)",1.0833333333333333,0.554,1,478.905
1,False,55,"[(1047, 871)]",[],[1],[0.55],vertical,"(390.0, 262.0)",0.5333333333333333,0.506,1,483.52
1,False,56,"[(1071, 893)]",[],[1],[0.8333333333333334],vertical,"(390.0, 262.0)",0.8,0.784,1,487.666
1,False,57,"[(1074, 861)]",[],[1],[0.3333333333333333],horizontal,"(390.0, 262.0)",1.45,0.297,1,492.365
1,False,58,"[(1061, 900)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 262.0)",1.0833333333333333,0.535,1,499.075
1,False,59,"[(1051, 889)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 762.0)",1.4166666666666667,0.522,1,503.758
1,False,60,"[(1038, 892)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",1.1833333333333333,0.558,1,508.69
2,False,61,"[(1042, 890)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",0.9166666666666666,0.539,1,513.511
2,False,62,"[(1066, 888)]",[],[1],[0.5833333333333334],horizontal,"(390.0, 762.0)",1.5166666666666666,0.538,1,517.956
2,False,63,"[(1052, 880)]",[],[1],[0.5],vertical,"(390.0, 762.0)",1.15,0.462,1,523.062
2,False,64,"[(1041, 883)]",[],[1],[0.55],horizontal,"(890.0, 262.0)",0.5666666666666667,0.508,1,527.407
2,False,65,"[(1044, 885)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",1.6,0.524,1,531.601
2,False,66,"[(1038, 895)]",[],[1],[0.6],vertical,"(890.0, 262.0)",0.7,0.555,1,536.752
2,False,67,"[(1034, 902)]",[],[1],[0.5],vertical,"(890.0, 262.0)",1.25,0.459,1,541.369
2,False,68,"[(1039, 914)]",[],[1],[0.5833333333333334],vertical,"(890.0, 262.0)",1.1333333333333333,0.548,1,596.673
2,False,69,"[(1062, 879)]",[],[1],[0.5666666666666667],vertical,"(390.0, 262.0)",0.8333333333333334,0.53,1,601.98
2,False,70,"[(1057, 890)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 262.0)",0.9166666666666666,0.491,1,606.63
2,False,71,"[(1065, 889)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",0.8666666666666667,0.523,1,611.687
2,False,72,"[(1058, 891)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",0.7833333333333333,0.492,1,616.098
2,False,73,"[(1052, 876)]",[],[1],[0.55],vertical,"(890.0, 762.0)",0.8333333333333334,0.511,1,620.331
2,False,74,"[(1071, 897)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",0.9166666666666666,0.549,1,624.768
2,False,75,"[(1039, 903)]",[],[1],[0.55],horizontal,"(890.0, 762.0)",1.6166666666666667,0.505,1,629.913
2,False,76,"[(1038, 890)]",[],[1],[0.65],horizontal,"(390.0, 762.0)",1.0666666666666667,0.611,1,635.51
2,False,77,"[(1075, 890)]",[],[1],[0.5166666666666666],vertical,"(890.0, 262.0)",0.6833333333333333,0.481,1,640.667
2,False,78,"[(1074, 890)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 762.0)",1.0833333333333333,0.575,1,645.149
2,False,79,"[(1070, 889)]",[],[1],[0.5666666666666667],vertical,"(390.0, 762.0)",1.4833333333333334,0.522,1,649.728
2,False,80,"[(1038, 893)]",[],[1],[0.5],horizontal,"(890.0, 262.0)",1.3833333333333333,0.465,1,654.897
2,False,81,"[(1076, 892)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 262.0)",0.8166666666666667,0.52,1,660.184
2,False,82,"[(1042, 890)]",[],[1],[0.48333333333333334],horizontal,"(390.0, 262.0)",0.8,0.445,1,664.499
2,False,83,"[(1072, 889)]",[],[1],[0.5],vertical,"(390.0, 262.0)",1.4833333333333334,0.457,1,669.124
2,False,84,"[(1071, 874)]",[],[1],[0.3333333333333333],horizontal,"(890.0, 262.0)",1.6,0.293,1,673.783
2,False,85,"[(1041, 887)]",[],[1],[0.5166666666666666],horizontal,"(390.0, 262.0)",0.6,0.472,1,679.023
2,False,86,"[(1042, 883)]",[],[1],[0.65],horizontal,"(890.0, 262.0)",0.6666666666666666,0.612,1,683.421
2,False,87,"[(1038, 871)]",[],[1],[0.48333333333333334],horizontal,"(390.0, 262.0)",1.5166666666666666,0.451,1,687.393
2,False,88,"[(1038, 888)]",[],[1],[0.6833333333333333],vertical,"(890.0, 262.0)",1.2,0.644,1,692.632
2,False,89,"[(1062, 876)]",[],[1],[0.55],vertical,"(890.0, 762.0)",1.5833333333333333,0.509,1,697.684
2,False,90,"[(1065, 888)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",1.1666666666666667,0.808,0,702.651
2,False,91,"[(427, 464), (996, 864), (1057, 889)]",[],"[0, 0, 1]",[0.85],vertical,"(890.0, 262.0)",1.65,0.8,0,748.379
2,False,92,"[(1055, 880)]",[],[1],[0.85],vertical,"(390.0, 762.0)",0.7666666666666666,0.801,0,768.793
2,False,93,"[(1052, 846)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.7,0.799,0,773.698
2,False,94,"[(1076, 860)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 262.0)",0.8333333333333334,0.521,1,787.727
2,False,95,"[(1044, 896)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 762.0)",1.3166666666666667,0.577,1,792.151
2,False,96,"[(1036, 900)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 262.0)",1.6833333333333333,0.521,1,797.272
2,False,97,"[(1019, 871)]",[],[1],[0.6],vertical,"(390.0, 762.0)",1.3666666666666667,0.557,1,802.601
2,False,98,"[(1065, 898)]",[],[1],[0.5833333333333334],vertical,"(390.0, 262.0)",1.65,0.542,1,808.206
2,False,99,"[(1042, 900)]",[],[1],[0.85],horizontal,"(390.0, 262.0)",0.8666666666666667,0.802,0,813.492
2,False,100,"[(1038, 893)]",[],[1],[0.5166666666666666],vertical,"(390.0, 762.0)",1.0,0.476,1,818.56
2,False,101,"[(1047, 886)]",[],[1],[0.55],vertical,"(890.0, 262.0)",0.8166666666666667,0.503,1,832.183
2,False,102,"[(1042, 872)]",[],[1],[0.48333333333333334],horizontal,"(390.0, 262.0)",0.9166666666666666,0.443,1,836.7
2,False,103,"[(1039, 892)]",[],[1],[0.6],horizontal,"(890.0, 762.0)",1.35,0.551,1,841.149
2,False,104,"[(1040, 874)]",[],[1],[0.55],vertical,"(890.0, 262.0)",0.5333333333333333,0.509,1,846.096
2,False,105,"[(1047, 885)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",1.5666666666666667,0.519,1,850.193
2,False,106,"[(1033, 895)]",[],[1],[0.45],vertical,"(390.0, 262.0)",0.7666666666666666,0.411,1,855.671
2,False,107,"[(1053, 885)]",[],[1],[0.55],horizontal,"(890.0, 762.0)",0.9833333333333333,0.505,1,860.204
2,False,108,"[(1047, 895)]",[],[1],[0.65],horizontal,"(890.0, 262.0)",1.0333333333333332,0.609,1,864.615
2,False,109,"[(1067, 892)]",[],[1],[0.55],horizontal,"(390.0, 262.0)",0.5,0.524,1,869.098
2,False,110,"[(1059, 890)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 762.0)",1.6,0.573,1,873.086
2,False,111,"[(1039, 871)]",[],[1],[0.55],vertical,"(390.0, 262.0)",0.6333333333333333,0.511,1,878.467
2,False,112,"[(1076, 895)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 262.0)",1.55,0.519,1,882.985
2,False,113,"[(1067, 897)]",[],[1],[0.6666666666666666],vertical,"(890.0, 762.0)",1.5333333333333332,0.622,1,888.289
2,False,114,"[(1061, 899)]",[],[1],[0.48333333333333334],vertical,"(890.0, 262.0)",1.2166666666666666,0.445,1,893.44
2,False,115,"[(1047, 872)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",0.8833333333333333,0.542,1,897.79
2,False,116,"[(1070, 882)]",[],[1],[0.65],horizontal,"(890.0, 762.0)",1.0333333333333332,0.607,1,902.287
2,False,117,"[(1047, 878)]",[],[1],[0.48333333333333334],horizontal,"(890.0, 262.0)",1.6833333333333333,0.443,1,906.913
2,False,118,"[(1052, 901)]",[],[1],[0.6],horizontal,"(390.0, 762.0)",1.4166666666666667,0.557,1,912.081
2,False,119,"[(1039, 895)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 262.0)",1.1833333333333333,0.475,1,917.315
2,False,120,"[(1045, 882)]",[],[1],[0.13333333333333333],horizontal,"(390.0, 262.0)",1.3,0.1,1,922.136
3,False,121,"[(1050, 863)]",[],[1],[0.6],vertical,"(890.0, 762.0)",0.5,0.556,1,926.9
3,False,122,"[(1052, 907)]",[],[1],[0.6833333333333333],vertical,"(890.0, 262.0)",0.6,0.641,1,931.799
3,False,123,"[(1063, 876)]",[],[1],[0.65],vertical,"(890.0, 262.0)",1.3166666666666667,0.607,1,936.253
3,False,124,"[(1047, 852)]",[],[1],[0.5666666666666667],vertical,"(390.0, 762.0)",1.15,0.523,1,941.483
3,False,125,"[(1042, 867)]",[],[1],[0.55],vertical,"(390.0, 262.0)",1.65,0.51,1,946.2
3,False,126,"[(1047, 876)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",0.7666666666666666,0.541,1,951.827
3,False,127,"[(1040, 881)]",[],[1],[0.6],horizontal,"(390.0, 762.0)",0.7,0.556,1,956.378
3,False,128,"[(1038, 880)]",[],[1],[0.7333333333333333],vertical,"(890.0, 262.0)",0.9666666666666667,0.689,1,960.879
3,False,129,"[(1035, 885)]",[],[1],[0.23333333333333334],horizontal,"(390.0, 262.0)",1.5833333333333333,0.196,1,965.906
3,False,130,"[(1047, 898)]",[],[1],[0.7166666666666667],vertical,"(890.0, 262.0)",0.5666666666666667,0.667,1,971.134
3,False,131,"[(1054, 902)]",[],[1],[0.6],horizontal,"(890.0, 762.0)",1.1166666666666667,0.553,1,975.09
3,False,132,"[(1047, 903)]",[],[1],[0.5833333333333334],vertical,"(390.0, 262.0)",0.6833333333333333,0.54,1,979.782
3,False,133,"[(1038, 892)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 762.0)",0.9166666666666666,0.525,1,984.318
3,False,134,"[(1027, 901)]",[],[1],[0.55],vertical,"(390.0, 762.0)",0.6833333333333333,0.519,1,988.62
3,False,135,"[(1042, 890)]",[],[1],[0.26666666666666666],vertical,"(390.0, 262.0)",1.5666666666666667,0.229,1,993.285
3,False,136,"[(1041, 870)]",[],[1],[0.5],horizontal,"(390.0, 262.0)",1.4166666666666667,0.459,1,998.137
3,False,137,"[(1043, 889)]",[],[1],[0.5833333333333334],vertical,"(890.0, 262.0)",0.7,0.542,1,1003.179
3,False,138,"[(1042, 867)]",[],[1],[0.55],vertical,"(890.0, 762.0)",0.6166666666666667,0.509,1,1007.604
3,False,139,"[(1050, 894)]",[],[1],[0.5666666666666667],vertical,"(390.0, 262.0)",0.7166666666666667,0.524,1,1011.928
3,False,140,"[(1035, 876)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 762.0)",0.9666666666666667,0.523,1,1016.451
3,False,141,"[(1040, 886)]",[],[1],[0.7],horizontal,"(890.0, 262.0)",0.8,0.663,1,1021.314
3,False,142,"[(1040, 890)]",[],[1],[0.5833333333333334],vertical,"(390.0, 262.0)",0.7166666666666667,0.542,1,1025.826
3,False,143,"[(1050, 874)]",[],[1],[0.5],vertical,"(390.0, 262.0)",1.3166666666666667,0.462,1,1030.137
3,False,144,"[(1041, 899)]",[],[1],[0.5333333333333333],vertical,"(390.0, 262.0)",0.5833333333333334,0.495,1,1035.09
3,False,145,"[(1042, 890)]",[],[1],[0.6833333333333333],vertical,"(390.0, 262.0)",0.8833333333333333,0.641,1,1038.965
3,False,146,"[(1052, 882)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",0.5666666666666667,0.524,1,1043.639
3,False,147,"[(1038, 902)]",[],[1],[0.55],horizontal,"(390.0, 762.0)",0.75,0.516,1,1047.873
3,False,148,"[(1040, 893)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",1.55,0.529,1,1052.396
3,False,149,"[(1046, 885)]",[],[1],[0.6666666666666666],vertical,"(390.0, 762.0)",1.0166666666666666,0.618,1,1057.444
3,False,150,"[(1053, 879)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",0.5166666666666666,0.522,1,1062.512
3,False,151,"[(1049, 871)]",[],[1],[0.5833333333333334],horizontal,"(390.0, 762.0)",0.5,0.542,1,1066.55
3,False,152,"[(1009, 872)]",[],[1],[0.55],horizontal,"(890.0, 262.0)",0.9,0.51,1,1070.489
3,False,153,"[(1034, 875)]",[],[1],[0.5333333333333333],horizontal,"(390.0, 262.0)",1.1166666666666667,0.496,1,1074.796
3,False,154,"[(1028, 871)]",[],[1],[0.5666666666666667],vertical,"(390.0, 262.0)",0.5333333333333333,0.532,1,1079.638
3,False,155,"[(1037, 885)]",[],[1],[0.55],vertical,"(890.0, 262.0)",1.1333333333333333,0.511,1,1083.783
3,False,156,"[(1047, 897)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 762.0)",1.3666666666666667,0.532,1,1088.512
3,False,157,"[(1038, 893)]",[],[1],[0.5666666666666667],vertical,"(390.0, 762.0)",1.0166666666666666,0.527,1,1093.548
3,False,158,"[(1052, 876)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 262.0)",0.7833333333333333,0.577,1,1098.149
3,False,159,"[(1044, 882)]",[],[1],[0.6333333333333333],horizontal,"(890.0, 762.0)",1.4,0.592,1,1102.597
3,False,160,"[(1044, 899)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",1.2833333333333332,0.535,1,1107.679
3,False,161,"[(1042, 884)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 262.0)",1.5166666666666666,0.576,1,1112.848
3,False,162,"[(1049, 888)]",[],[1],[0.55],horizontal,"(390.0, 262.0)",0.8333333333333334,0.511,1,1118.08
3,False,163,"[(1060, 887)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",0.6,0.52,1,1122.387
3,False,164,"[(1076, 878)]",[],[1],[0.6],vertical,"(390.0, 762.0)",1.4833333333333334,0.558,1,1126.244
3,False,165,"[(1067, 876)]",[],[1],[0.5833333333333334],vertical,"(890.0, 262.0)",0.75,0.547,1,1131.616
3,False,166,"[(1047, 888)]",[],[1],[0.55],vertical,"(890.0, 262.0)",1.1,0.507,1,1136.18
3,False,167,"[(1076, 885)]",[],[1],[0.6833333333333333],vertical,"(390.0, 762.0)",1.2,0.645,1,1141.122
3,False,168,"[(1036, 862)]",[],[1],[0.55],vertical,"(390.0, 762.0)",1.5166666666666666,0.507,1,1146.215
3,False,169,"[(1046, 891)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 262.0)",0.6833333333333333,0.488,1,1151.176
3,False,170,"[(1076, 874)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 762.0)",1.1666666666666667,0.525,1,1155.625
3,False,171,"[(1057, 898)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",1.5166666666666666,0.532,1,1160.248
3,False,172,"[(1062, 903)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 762.0)",1.3666666666666667,0.575,1,1164.893
3,False,173,"[(1061, 900)]",[],[1],[0.55],horizontal,"(390.0, 262.0)",1.05,0.505,1,1170.287
3,False,174,"[(1076, 903)]",[],[1],[0.5833333333333334],vertical,"(390.0, 262.0)",0.8333333333333334,0.547,1,1175.143
3,False,175,"[(1076, 897)]",[],[1],[0.55],vertical,"(890.0, 262.0)",0.5666666666666667,0.512,1,1179.627
3,False,176,"[(1051, 877)]",[],[1],[0.55],horizontal,"(390.0, 762.0)",0.6166666666666667,0.515,1,1184.176
3,False,177,"[(1052, 899)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 262.0)",1.5166666666666666,0.481,1,1188.141
3,False,178,"[(1047, 901)]",[],[1],[0.7166666666666667],horizontal,"(890.0, 762.0)",1.6,0.675,1,1192.837
3,False,179,"[(1047, 869)]",[],[1],[0.55],horizontal,"(390.0, 262.0)",1.2333333333333334,0.505,1,1197.951
3,False,180,"[(1054, 883)]",[],[1],[0.6],vertical,"(390.0, 762.0)",0.55,0.554,1,1203.087
4,False,181,"[(1062, 892)]",[],[1],[0.6166666666666667],horizontal,"(890.0, 262.0)",0.85,0.573,1,1207.17
4,False,182,"[(1047, 885)]",[],[1],[0.6],vertical,"(390.0, 262.0)",1.5333333333333332,0.564,1,1211.485
4,False,183,"[(1076, 871)]",[],[1],[0.5333333333333333],horizontal,"(890.0, 262.0)",1.6,0.493,1,1216.331
4,False,184,"[(1033, 868)]",[],[1],[0.6666666666666666],horizontal,"(890.0, 262.0)",0.75,0.618,1,1221.026
4,False,185,"[(1038, 895)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",1.4,0.523,1,1225.729
4,False,186,"[(1065, 872)]",[],[1],[],horizontal,"(390.0, 262.0)",,cti_phase,0,1230.987
4,False,187,"[(1047, 881)]",[],[1],[0.6166666666666667],vertical,"(890.0, 762.0)",0.55,0.572,1,1234.801
4,False,188,"[(1058, 899)]",[],[1],[0.4166666666666667],horizontal,"(390.0, 262.0)",0.8833333333333333,0.38,1,1238.999
4,False,189,"[(1058, 895)]",[],[1],[0.5833333333333334],horizontal,"(890.0, 262.0)",1.3333333333333333,0.538,1,1243.569
4,False,190,"[(1038, 884)]",[],[1],[0.6],vertical,"(890.0, 762.0)",0.65,0.555,1,1248.303
4,False,191,"[(1055, 902)]",[],[1],[0.6],horizontal,"(890.0, 762.0)",1.4,0.556,1,1252.65
4,False,192,"[(1033, 881)]",[],[1],[0.5666666666666667],horizontal,"(890.0, 262.0)",0.7,0.526,1,1257.86
4,False,193,"[(1076, 879)]",[],[1],[0.6166666666666667],horizontal,"(390.0, 762.0)",0.7,0.579,1,1262.494
4,False,194,"[(1033, 881)]",[],[1],[0.6],horizontal,"(390.0, 762.0)",1.6166666666666667,0.555,1,1266.78
4,False,195,"[(1035, 894)]",[],[1],[0.6],vertical,"(890.0, 262.0)",0.7333333333333333,0.558,1,1272.185
4,False,196,"[(1057, 880)]",[],[1],[0.55],vertical,"(390.0, 262.0)",1.0333333333333332,0.506,1,1276.685
4,False,197,"[(1058, 906)]",[],[1],[0.85],vertical,"(390.0, 262.0)",1.0666666666666667,0.812,0,1281.232
4,False,198,"[(1029, 877)]",[],[1],[0.7],horizontal,"(890.0, 762.0)",1.1333333333333333,0.659,1,1286.393
4,False,199,"[(1076, 882)]",[],[1],[0.55],vertical,"(890.0, 762.0)",0.6833333333333333,0.513,1,1292.036
4,False,200,"[(1041, 898)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",0.6666666666666666,0.525,1,1296.258
4,False,201,"[(1039, 875)]",[],[1],[0.5833333333333334],vertical,"(390.0, 262.0)",0.9833333333333333,0.542,1,1300.621
4,False,202,"[(1067, 877)]",[],[1],[0.5833333333333334],vertical,"(890.0, 262.0)",1.2166666666666666,0.538,1,1305.029
4,False,203,"[(1044, 896)]",[],[1],[0.5666666666666667],vertical,"(890.0, 762.0)",0.6833333333333333,0.525,1,1309.937
4,False,204,"[(1045, 874)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",1.5833333333333333,0.525,1,1314.401
4,False,205,"[(1045, 856)]",[],[1],[0.48333333333333334],horizontal,"(390.0, 262.0)",1.1833333333333333,0.442,1,1319.433
4,False,206,"[(1061, 908)]",[],[1],[0.6333333333333333],vertical,"(390.0, 762.0)",1.4833333333333334,0.586,1,1323.895
4,False,207,"[(1056, 898)]",[],[1],[0.5666666666666667],horizontal,"(390.0, 762.0)",1.6,0.528,1,1328.959
4,False,208,"[(1050, 871)]",[],[1],[0.5666666666666667],vertical,"(390.0, 262.0)",0.5333333333333333,0.523,1,1334.062
4,False,209,"[(1052, 898)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 262.0)",1.45,0.475,1,1338.342
4,False,210,"[(1066, 894)]",[],[1],[0.5833333333333334],vertical,"(890.0, 762.0)",0.9666666666666667,0.551,1,1343.252
4,False,211,"[(1060, 886)]",[],[1],[0.5666666666666667],vertical,"(390.0, 762.0)",1.25,0.541,1,1347.913
