block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,actual_invalid_type
0,1,valid,"[(1156, 880)]",[],[1],[0.4166666666666667],vertical,"(890.0, 762.0)",1.25,0.383,1,0.457,1,0.0,same
0,2,invalid_same_bar,"[(1099, 855)]",[],[1],[0.85],horizontal,"(890.0, 262.0)",1.45,nan,0,86.137,0,0.0,same
0,3,catch,"[(1107, 828)]",[],[1],[],horizontal,"(890.0, 262.0)",1.7,nan,1,285.957,1,0.0,same
0,4,invalid_same_bar,"[(1079, 843)]",[],[1],[0.85],vertical,"(890.0, 762.0)",0.48333333333333334,nan,0,358.622,0,0.0,same
0,5,valid,"[(1077, 861)]",[],[1],[],vertical,"(890.0, 262.0)",,"('cti', 0.502)",0,365.584,0,0.0,same
0,6,valid,"[(1092, 810)]",[],[1],[],vertical,"(390.0, 762.0)",,"('cti', 0.735)",0,373.206,0,0.0,same
0,7,catch,"[(1093, 831)]",[],[1],[],horizontal,"(890.0, 262.0)",1.7,nan,1,376.894,1,0.0,same
0,8,valid,"[(1111, 804)]",[],[1],[0.7666666666666666],vertical,"(390.0, 762.0)",1.2333333333333334,0.721,1,382.467,1,0.0,same
0,9,valid,"[(1111, 791)]",[],[1],[0.85],horizontal,"(390.0, 762.0)",0.7166666666666667,nan,0,388.281,0,0.0,same
0,10,catch,"[(1148, 791)]",[],[1],[],horizontal,"(890.0, 262.0)",1.7,nan,1,393.029,1,0.0,same
0,11,valid,"[(1140, 784)]",[],[1],[0.85],vertical,"(390.0, 762.0)",1.0833333333333333,nan,0,398.768,0,0.0,same
0,12,valid,"[(1124, 841)]",[],[1],[0.85],vertical,"(890.0, 762.0)",1.2333333333333334,nan,0,403.49,0,0.0,same
0,13,valid,"[(1131, 850)]",[],[1],[0.65],horizontal,"(890.0, 262.0)",1.5333333333333332,0.6,1,408.689,1,0.0,same
0,14,valid,"[(1121, 794)]",[],[1],[0.6333333333333333],vertical,"(890.0, 262.0)",1.1166666666666667,0.587,1,416.173,1,0.0,same
0,15,valid,"[(1141, 789)]",[],[1],[0.85],horizontal,"(890.0, 762.0)",0.8166666666666667,nan,0,421.106,0,0.0,same
0,16,catch,"[(1093, 857)]",[],[1],[],vertical,"(390.0, 262.0)",1.7,nan,1,425.346,1,0.0,same
