block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses
0,1,target,"[(66, 331), (1129, 829)]",[],"[0, 1]",[0.3833333333333333],horizontal,"(390.0, 762.0)",1.35,0.348,1,0.494,1
