block,practice,trial,change_interval_s,change_interval_frames,taps_start_time_during_fix,taps_end_time_during_fix,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_frame_during_fix,taps_on_lever_s_during_fix,fix_xy,bar_orientation,target_xy,cti,rt,acc,time
1,True,1,0.782,46,[],[],"[(1148, 986), (1098, 849)]",[],"[0, 1]",[49],[0.8166666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[0.5],[0.773],1,0.357
1,True,2,0.735,44,[],[],"[(1111, 851)]",[],[1],[31],[0.5166666666666666],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[1.25],[0.472],1,87.484
1,True,3,0.888,53,[],[],"[(1079, 945)]",[],[1],[51],[0.85],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.7333333333333333],[0.801],0,92.082
1,True,4,1.138,68,[],[],"[(687, 746), (971, 882), (903, 595), (1068, 961), (1138, 852)]",[],"[0, 0, 0, 0, 1]",[],[],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[],[0],0,100.8
1,False,1,0.526,31,[145333],[146927],"[(1116, 844), (909, 454)]","[(909, 454)]","[1, 0]",[28],[0.4666666666666667],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[],[0],0,132.741
1,False,2,0.814,48,[],[],"[(1135, 837)]",[],[1],[31],[0.5166666666666666],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[1.5166666666666666],[0.472],1,138.502
1,False,3,0.915,54,[],[],"[(1096, 834)]",[],[1],[43],[0.7166666666666667],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.7666666666666666],[0.666],1,145.776
1,False,4,0.642,38,[],[],"[(1117, 987), (1074, 1012), (1087, 977), (1093, 956), (1129, 951), (670, 474), (546, 532), (1087, 969), (1199, 935)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1]",[],[],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[],[0],0,151.285
1,False,5,1.185,71,[],[],"[(1166, 943)]",[],[1],[9],[0.15],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[1.0666666666666667],[0.121],1,195.257
1,False,6,0.908,54,[],[],"[(1166, 943)]",[],[1],[30],[0.5],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[1.4833333333333334],[0.459],1,199.658
1,False,7,0.902,54,[],[],"[(1160, 934)]",[],[1],[],[],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[],[0],0,204.771
1,False,8,0.937,56,[],[],"[(1117, 888)]",[],[1],[],[],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[],[0],0,208.166
1,False,9,1.025,61,[],[224403],"[(1166, 941)]","[(1087, 952)]",[1],[35],[0.5833333333333334],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[],[0],0,212.86
1,False,10,0.557,33,[],[],"[(1166, 943)]",[],[1],[33],[0.55],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[1.4],[0.508],1,215.969
1,False,11,0.996,59,[],[],"[(1176, 944)]",[],[1],[35],[0.5833333333333334],"[640.0, 512.0]",vertical,"(390.0, 262.0)",[0.5833333333333334],[0.535],1,220.765
1,False,12,1.004,60,[],[],"[(1147, 936)]",[],[1],[29],[0.48333333333333334],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[0.95],[0.438],1,224.764
1,False,13,0.619,37,[],[],"[(1133, 949), (1080, 958), (1093, 960), (1128, 937)]",[],"[0, 0, 0, 1]",[51],[0.85],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[0.6166666666666667],[0.808],0,229.213
1,False,14,1.124,67,[],[],"[(1084, 943)]",[],[1],[17],[0.2833333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[1.55],[0.248],1,238.749
1,False,15,1.083,64,[],[261301],"[(1090, 970), (1184, 971), (1178, 911)]","[(1082, 941)]","[0, 0, 1]",[18],[0.3],"[640.0, 512.0]",horizontal,"(390.0, 762.0)",[],[0],0,244.237
1,False,16,0.841,50,[],[],"[(1117, 944)]",[],[1],[34],[0.5666666666666667],"[640.0, 512.0]",vertical,"(390.0, 762.0)",[1.05],[0.527],1,252.863
1,False,17,0.859,51,[],[],"[(1117, 945)]",[],[1],[37],[0.6166666666666667],"[640.0, 512.0]",vertical,"(890.0, 762.0)",[1.0833333333333333],[0.574],1,257.33
1,False,18,0.599,35,[],[],"[(1074, 944)]",[],[1],[51],[0.85],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[1.3166666666666667],[0.795],0,261.801
1,False,19,0.506,30,[],[],"[(1129, 939)]",[],[1],[38],[0.6333333333333333],"[640.0, 512.0]",vertical,"(890.0, 262.0)",[1.4166666666666667],[0.587],1,266.55
1,False,20,0.791,47,[],[],"[(1080, 971), (1092, 961), (1126, 945)]",[],"[0, 0, 1]",[51],[0.85],"[640.0, 512.0]",horizontal,"(890.0, 762.0)",[1.1166666666666667],[0.801],0,271.231
1,False,21,0.751,45,[],[],"[(1080, 971), (1095, 962), (1129, 931)]",[],"[0, 0, 1]",[32],[0.5333333333333333],"[640.0, 512.0]",horizontal,"(890.0, 262.0)",[0.9833333333333333],[0.494],1,280.473
