block,trial,trial_type,taps_start_loc_during_fix,taps_end_loc_during_fix,taps_on_lever_during_fix,taps_on_lever_s_during_fix,bar_orientation,target_xy,cti,rt,acc,time,pulses,fa_rate_recent100,actual_invalid_type
0,1,valid,"[(1071, 823)]",[],[1],[0.48333333333333334],horizontal,"(390.0, 262.0)",1.5,0.441,1,0.449,1,0.0,same
0,2,valid,"[(1156, 773)]",[],[1],[0.48333333333333334],horizontal,"(890.0, 762.0)",1.2833333333333332,0.445,1,230.863,1,0.0,same
0,3,catch,"[(1157, 789)]",[],[1],[],vertical,"(390.0, 262.0)",1.7,nan,1,236.295,1,0.0,same
0,4,valid,"[(1151, 825)]",[],[1],[0.85],vertical,"(390.0, 262.0)",0.4166666666666667,nan,0,241.848,0,0.0,same
0,5,valid,"[(1132, 767)]",[],[1],[0.5],vertical,"(890.0, 262.0)",0.85,0.463,1,246.009,1,0.0,same
0,6,valid,"[(1149, 808)]",[],[1],[0.5666666666666667],vertical,"(890.0, 262.0)",0.6666666666666666,0.537,1,251.033,1,0.0,same
0,7,valid,"[(1165, 816)]",[],[1],[0.5833333333333334],vertical,"(390.0, 262.0)",0.36666666666666664,0.547,1,255.771,1,0.0,same
0,8,valid,"[(1124, 854)]",[],[1],[0.5],horizontal,"(890.0, 762.0)",0.9833333333333333,0.473,1,260.211,2,0.0,same
0,9,valid,"[(1158, 759)]",[],[1],[0.6666666666666666],vertical,"(890.0, 762.0)",0.7666666666666666,0.636,1,265.744,2,0.0,same
0,10,invalid_same_bar,"[(1167, 802)]",[],[1],[0.5166666666666666],horizontal,"(890.0, 762.0)",1.35,0.478,1,271.016,2,0.0,same
0,11,valid,"[(1168, 789)]",[],[1],[0.6],horizontal,"(890.0, 262.0)",0.9166666666666666,0.555,1,276.851,3,0.0,same
0,12,valid,"[(1111, 808)]",[],[1],[0.6833333333333333],horizontal,"(890.0, 762.0)",0.8,0.641,1,282.386,3,0.0,same
0,13,valid,"[(1127, 811)]",[],[1],[0.5],horizontal,"(390.0, 762.0)",0.7166666666666667,0.466,1,290.03,3,0.0,same
0,14,valid,"[(1155, 801)]",[],[1],[0.55],vertical,"(390.0, 262.0)",0.85,0.509,1,295.512,3,0.0,same
